term,CRN,subject,course,title,cross listed,linked(labs),credit value,actual,max seating,start date,end date,start time,end time,days,building,room,faculty
201420,21910,APSC,6600.AYY,Graduate Seminar,,,3.00,15 ,12 , 6-Jan-2014, 26-Apr-14,1430,1729,W,AT,305,Zhongmin Dong
201410,12648,APSC,6600.BXX,Graduate Seminar,,,3.00,14 ,12 , 4-Sep-2013, 17-Dec-13,1430,1729,W,MM,224,Pierre Jutras
201420,22562,APSC,6600.BYY,Graduate Seminar,,,3.00,14 ,12 , 6-Jan-2014, 26-Apr-14,1430,1729,W,AT,306,Douglas Strongman
201410,14285,APSC,6600.CXX,*CANCELLED*,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,23105,APSC,6601.2,Research Techniques I,,,3.00,21 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,M,LA,276,Marc Lamoureux
201420,23927,APSC,6601.2B,Research Techniques I,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,,Marc Lamoureux
201410,12096,APSC,6603.1XX,Thesis I,,,3.00,5 ,25 , 4-Sep-2013, 17-Dec-13,,,,,,Jeremy Lundholm
201420,22000,APSC,6603.2YY,Thesis I,,,3.00,5 ,0 , 6-Jan-2014, 26-Apr-14,,,,,,Jeremy Lundholm
201410,12008,APSC,6604.1XX,Thesis II,,,3.00,14 ,25 , 4-Sep-2013, 17-Dec-13,,,,,,Jeremy Lundholm
201420,21965,APSC,6604.2YY,Thesis II,,,3.00,13 ,25 , 6-Jan-2014, 26-Apr-14,,,,,,Jeremy Lundholm
201410,14687,APSC,6878.1,DS: Bulky Cations,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Jason Clyburne
201410,14097,ARBC,1100.1XX,Introduction to Arabic,,,3.00,18 ,30 , 4-Sep-2013, 17-Dec-13,1400,1600,F,B,207,Issam Khoury
201420,23794,ARBC,1100.2YY,Introduction to Arabic,,,3.00,17 ,30 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,MM,201,Issam Khoury
201410,13458,ASNT,1105.1,Intro to Chinese Culture,,,3.00,33 ,70 , 4-Sep-2013, 17-Dec-13,0900,1200,W,LA,173,Ping Lu
201410,13916,ASNT,1106.1,Intro to Japanese Culture,,,3.00,55 ,57 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,LA,171,Alexandre Avdulov
201410,10299,ASNT,3300.1,Mulitdisiciplinary Study Asia,,,3.00,44 ,30 , 4-Sep-2013, 17-Dec-13,1600,1715,TR,LA,282,Charles Beaupre
201420,24173,ASNT,3840.2,SpTop:East Asian Literature,,,3.00,46 ,30 , 6-Jan-2014, 26-Apr-14,1600,1715,TR,LA,173,Charles Beaupre
201420,23627,ASNT,3849.2,SpTop: Japanese Aesthetics,,,3.00,17 ,15 , 6-Jan-2014, 26-Apr-14,1430,1659,W,AT,217,Alexandre Avdulov
201420,20297,ASNT,4400.2,Seminar in Asian Studies,B0,,3.00,11 ,20 , 6-Jan-2014, 26-Apr-14,1600,1830,M,B,201,Xiaoping Sun
201410,14697,ASNT,4876.1,DS: Study Abroad-China,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Charles Beaupre
201410,12325,ASTR,1000.1A,The Sky and Planets,,,3.00,59 ,175 , 4-Sep-2013, 17-Dec-13,0900,1200,F,HC,FH,Douglas Pitcairn
201410,12595,ASTR,1000.1B,The Sky and Planets,,,3.00,146 ,175 , 4-Sep-2013, 17-Dec-13,0900,1200,F,HC,FH,Douglas Pitcairn
201420,22290,ASTR,1001.2A,Stars & Galaxies,,,3.00,167 ,175 , 6-Jan-2014, 26-Apr-14,1730,1845,MW,B,THEA,Douglas Pitcairn
201420,22509,ASTR,1001.2B,Stars & Galaxies,,,3.00,173 ,175 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,MM,TAUD,Douglas Pitcairn
201410,12326,ASTR,1010.1WW,Life in the Universe,,,3.00,29 ,40 , 4-Sep-2013, 17-Dec-13,,,,WW,,Jordis Asbell-Clarke
201410,12327,ASTR,1010.1WX,Life in the Universe,,,3.00,32 ,40 , 4-Sep-2013, 17-Dec-13,,,,WW,,Jordis Asbell-Clarke
201420,22291,ASTR,1010.2WW,Life in the Universe,,,3.00,39 ,40 , 6-Jan-2014, 26-Apr-14,,,,WW,,Jordis Asbell-Clarke
201420,22292,ASTR,1010.2WX,Life in the Universe,,,3.00,38 ,40 , 6-Jan-2014, 26-Apr-14,,,,WW,,Jordis Asbell-Clarke
201420,22851,ASTR,1100.2,Introduction to Astrophysics,,,3.00,18 ,35 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,275,David Turner
201410,12328,ASTR,2100.1,Foundations of Astrophysics,,,3.00,6 ,18 , 4-Sep-2013, 17-Dec-13,1300,1415,TR,AT,305,Daniel Majaess
201420,22293,ASTR,2400.2,Properties of Stars,,,3.00,5 ,12 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,177,C Ian Short
201410,14346,ASTR,3500.1,Galaxies and Cosmology,,,3.00,7 ,12 , 4-Sep-2013, 17-Dec-13,1730,1845,MW,AT,305,Marcin Sawicki
201420,23966,ASTR,4200.2,Observational Astronomy,,,3.00,8 ,12 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,AT,306,Marcin Sawicki
201410,14348,ASTR,5400.1,Stellar Astrophysics I,,,3.00,5 ,12 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,AT,305,David Guenther
201410,14347,ASTR,5430.1,Binary and Variable Stars,,,3.00,3 ,10 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,AT,306,Robert Deupree
201410,14349,ASTR,5500.1,Galactic Astronomy,,,3.00,5 ,10 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,AT,306,C Ian Short
201410,13371,ASTR,5900.1XX,Graduate Seminar I,,,1.50,3 ,10 , 4-Sep-2013, 17-Dec-13,1130,1245,F,AT,305,Robert Thacker
201420,22297,ASTR,5900.2YY,Graduate Seminar I,,,1.50,3 ,10 , 6-Jan-2014, 26-Apr-14,1130,1245,F,AT,305,Robert Thacker
201420,23385,ASTR,5980.2,Research Project I,,,3.00,4 ,10 , 6-Jan-2014, 26-Apr-14,,,,,,C Ian Short
201420,23143,ASTR,5981.2,Research Project II,,,3.00,4 ,10 , 6-Jan-2014, 26-Apr-14,,,,,,Marcin Sawicki
201410,12334,ASTR,6900.1XX,Graduate Seminar II,,,1.50,0 ,10 , 4-Sep-2013, 17-Dec-13,1130,1245,F,AT,305, STAFF
201420,22299,ASTR,6900.2YY,Graduate Seminar II,,,1.50,0 ,10 , 6-Jan-2014, 26-Apr-14,1130,1245,F,AT,305, STAFF
201410,12335,ASTR,6990.1XX,Master of Science Thesis,,,3.00,0 ,10 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,22300,ASTR,6990.2YY,Master of Science Thesis,,,3.00,0 ,10 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,12336,ASTR,8990.1XX,Doctoral Dissertation,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,22301,ASTR,8990.2YY,Doctoral Dissertation,,,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,12843,AWAY,1000.1,Exchange Program,,,0.00,17 ,40 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,22819,AWAY,1000.2,Exchange Program,,,0.00,13 ,30 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201410,11398,BIOL,1201.1A1,Molecular and Cell Biology,D2,C1,3.00,174 ,225 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,TAUD,David Dansereau
201410,14041,BIOL,1201.1A2,Molecular and Cell Biology,D2,C2,3.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,TAUD,David Dansereau
201410,11399,BIOL,1201.1LA,LAB A Molecular and Cell Biol,,L1,0.00,43 ,45 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,139,Wesley White
201410,11400,BIOL,1201.1LB,LAB B Molecular and Cell Biol,,L1,0.00,15 ,30 , 4-Sep-2013, 17-Dec-13,0830,1129,T,S,139,Thomas Steele
201410,11401,BIOL,1201.1LC,LAB C Molecular and Cell Biol,,L1,0.00,36 ,45 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,139,Wesley White
201410,12982,BIOL,1201.1LD,LAB D Molecular and Cell Biol,,L2,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,0830,1129,W,S,139,David Dansereau
201410,13644,BIOL,1201.1LE,LAB E Molecular and Cell Biol,,L1,0.00,39 ,45 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,139,Wesley White
201410,14404,BIOL,1201.1LF,LAB F: Molecular and Cell Biol,,L1,0.00,13 ,30 , 4-Sep-2013, 17-Dec-13,0830,1129,R,S,139,Thomas Steele
201410,14618,BIOL,1201.1LG,LAB G: Molecular and Cell Biol,,L1,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1000,1259,F,S,114,Wesley White
201420,21396,BIOL,1202.2,Organismal & Ecological Bio,,C1,3.00,204 ,250 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,MM,TAUD,Susan Bjornson
201420,21397,BIOL,1202.2LA,LAB A Organismal & Ecol Bio,,L1,0.00,43 ,45 , 6-Jan-2014, 26-Apr-14,1430,1729,M,S,139,Thomas Steele
201420,21398,BIOL,1202.2LB,LAB B Organismal & Ecol Bio,,L1,0.00,23 ,45 , 6-Jan-2014, 26-Apr-14,0830,1129,T,S,139,Wesley White
201420,21399,BIOL,1202.2LC,LAB C Organismal & Ecol Bio,,L1,0.00,41 ,45 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,139,Thomas Steele
201420,22953,BIOL,1202.2LD,LAB D Organismal & Ecol Bio,,L1,0.00,26 ,45 , 6-Jan-2014, 26-Apr-14,0830,1129,W,S,139,Wesley White
201420,23607,BIOL,1202.2LE,LAB E Organismal & Ecol Bio,,L1,0.00,42 ,45 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,139,Wesley White
201420,24022,BIOL,1202.2LF,LAB F: Organismal & Ecol Bio,,L1,0.00,29 ,45 , 6-Jan-2014, 26-Apr-14,0830,1129,R,S,139,Wesley White
201410,11002,BIOL,1203.1XX,Biology & the Human Environmen,H1,,3.00,33 ,55 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,160,Roxanne Richardson
201420,20983,BIOL,1203.2YY,Biology & the Human Environmen,B5,,3.00,34 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,188,Roxanne Richardson
201410,12167,BIOL,1204.1,Biology & Human Environment I,H1,C1,3.00,14 ,20 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,SB,160,Roxanne Richardson
201410,12168,BIOL,1204.1L,LAB: Biology & Human Enviro I,,L1,0.00,14 ,20 , 4-Sep-2013, 17-Dec-13,0930,1229,F,S,106,David Richardson
201420,22137,BIOL,1205.2,Biology & Human Environment II,B5,C1,3.00,12 ,75 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,188,Roxanne Richardson
201420,22138,BIOL,1205.2L,LAB: Biology & Human Enviro II,,L1,0.00,12 ,30 , 6-Jan-2014, 26-Apr-14,0930,1229,F,S,106,David Richardson
201410,12630,BIOL,2004.1A,Cell Physiology & Metabolism,,C1,3.00,50 ,60 , 4-Sep-2013, 17-Dec-13,0830,0945,MW,LA,186,Thomas Rand
201410,12631,BIOL,2004.1LA,LAB A:Cell Physiology & Metab,,L1,0.00,21 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,342,Thomas Rand
201410,14154,BIOL,2004.1LB,LAB B:Cell Physiology & Metab,,L1,0.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,342,Thomas Rand
201420,22361,BIOL,2004.2,Cell Physiology & Metabolism,,C1,3.00,30 ,30 , 6-Jan-2014, 26-Apr-14,0830,0945,TR,LA,271,Michelle Patriquin
201420,24023,BIOL,2004.2B,Cell Physiology & Metabolism,,C1,3.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,MM,227,Michelle Patriquin
201420,22362,BIOL,2004.2L,LAB: Cell Physiology & Met,,L1,0.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,342,David Dansereau
201420,24024,BIOL,2004.2LB,LAB B: Cell Physiology & Met,,L1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,342,Nina Hamacher
201410,10227,BIOL,2307.1A,Genetics,,C1,3.00,30 ,30 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,MM,301,David Dansereau
201410,14405,BIOL,2307.1B,Genetics,,C1,3.00,20 ,30 , 4-Sep-2013, 17-Dec-13,1800,2130,M,LA,273,Isdore Shamputa
201410,10228,BIOL,2307.1LA,LAB A: Genetics,,L1,0.00,28 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,114,David Dansereau
201410,14406,BIOL,2307.1LB,LAB B: Genetics,,L1,0.00,22 ,30 , 4-Sep-2013, 17-Dec-13,1800,2130,W,S,114,Isdore Shamputa
201420,20226,BIOL,2307.2,Genetics,,C1,3.00,57 ,60 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,LA,181,Zhongmin Dong
201420,20227,BIOL,2307.2LA,LAB A: Genetics,,L1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,114,Timothy Frasier
201420,23924,BIOL,2307.2LB,LAB B: Genetics,,L1,0.00,28 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,R,S,114,Zhongmin Dong
201410,10229,BIOL,2308.1,Biostatistics,,C1,3.00,27 ,26 , 4-Sep-2013, 17-Dec-13,0900,1200,M,LA,281,Ron Russell
201410,10230,BIOL,2308.1L,LAB:  Biostatistics,,L1,0.00,27 ,26 , 4-Sep-2013, 17-Dec-13,1430,1729,W,SB,155,Ron Russell
201420,20228,BIOL,2308.2,Biostatistics,,C1,3.00,27 ,26 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,LA,182,Ron Russell
201420,20229,BIOL,2308.2L,LAB: Biostatistics,,L1,0.00,27 ,26 , 6-Jan-2014, 26-Apr-14,1430,1729,W,ME,011,Ron Russell
201410,12431,BIOL,2321.1,Cell Biology I,,C1,3.00,28 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,W,LA,176,Allison King
201410,14407,BIOL,2321.1B,Cell Biology I,,C1,3.00,31 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,MM,201,Zhongmin Dong
201410,12432,BIOL,2321.1LA,LAB A: Cell Biology I,,L1,0.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,114,Allison King
201410,14408,BIOL,2321.1LB,LAB B:Cell Biology I,,L1,0.00,29 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,114,Zhongmin Dong
201420,22425,BIOL,2321.2,Cell Biology I,,C1,3.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,178,David Dansereau
201420,22426,BIOL,2321.2L,LAB: Cell Biology I,,L1,0.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,R,S,342,David Dansereau
201410,10234,BIOL,2324.1A,Ecology,,C1,3.00,30 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,F,AT,216,Susan Meek
201410,14409,BIOL,2324.1B,Ecology,,C1,3.00,20 ,30 , 4-Sep-2013, 17-Dec-13,0900,1200,F,LA,176,Gwyneth Jones
201410,10235,BIOL,2324.1LA,LAB A: Ecology,,L1,0.00,24 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,106,Gwyneth Jones
201410,13895,BIOL,2324.1LB,LAB B: Ecology,,L1,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,106,Gwyneth Jones
201420,21402,BIOL,2324.2,Ecology,,C1,3.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,LA,277,Gwyneth Jones
201420,21403,BIOL,2324.2L,LAB: Ecology,,L1,0.00,29 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,M,S,106,Gwyneth Jones
201410,12390,BIOL,2423.1,Evolution,,C1,3.00,33 ,30 , 4-Sep-2013, 17-Dec-13,0830,0945,TR,LA,271,Susan Meek
201410,12391,BIOL,2423.1L,LAB: Evolution,,L1,0.00,33 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,106,Susan Meek
201420,22357,BIOL,2423.2,Evolution,,C1,3.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,277,Susan Meek
201420,22712,BIOL,2423.2L,LAB:Evolution,,L1,0.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,R,S,106,Gwyneth Jones
201410,14410,BIOL,3001.1,Pharmacology & Toxicology,,C1,3.00,10 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,B,207,Sufia Islam
201410,14411,BIOL,3001.1L,LAB:Pharmacology & Toxicology,,L1,0.00,10 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,139,Sufia Islam
201410,13898,BIOL,3005.1,Human Organ Systems,,C1,3.00,23 ,30 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,MM,209,Ron Russell
201410,13899,BIOL,3005.1L,LAB:Human Organ Systems,,L1,0.00,23 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,F,S,326,Ron Russell
201420,23015,BIOL,3005.2,Human Organ Systems,,C1,3.00,37 ,44 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,B,218,Michelle Patriquin
201420,23016,BIOL,3005.2L,LAB: Human Organ Systems,,L1,0.00,37 ,44 , 6-Jan-2014, 26-Apr-14,1430,1729,R,S,139,Michelle Patriquin
201420,23017,BIOL,3006.2,Animal Ecophysiology,,C1,3.00,24 ,30 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,AT,216,Nina Hamacher
201420,23018,BIOL,3006.2L,LAB: Animal Ecophysiology,,L1,0.00,24 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,M,S,342,Nina Hamacher
201410,13144,BIOL,3100.1,Biology of Human Health,,C1,3.00,44 ,45 , 4-Sep-2013, 17-Dec-13,0900,1100,S,AT,101,Candice Crocker
201410,13145,BIOL,3100.1L,LAB: Biology of Human Health,,L1,0.00,44 ,45 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,326,Candice Crocker
201420,24025,BIOL,3303.2,Plant Form and Function,,C1,3.00,9 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,ME,104,Douglas Strongman
201420,24026,BIOL,3303.2L,LAB: Plant Form and Function,,L1,0.00,9 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,114,Megan Fisher
201410,14412,BIOL,3329.1,Systematics,,C1,3.00,24 ,25 , 4-Sep-2013, 17-Dec-13,1000,1115,MW,LA,271,David Cone
201410,14413,BIOL,3329.1L,LAB: Systematics,,L1,0.00,24 ,25 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,345,David Cone
201410,13146,BIOL,3398.1,Microbiology,,C1,3.00,37 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,S,106,Susan Bjornson
201410,13147,BIOL,3398.1L,LAB: Microbiology,,L1,0.00,37 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,326,Thomas Steele
201420,23611,BIOL,3398.2,Microbiology,,C1,3.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,S,106,Susan Bjornson
201420,23612,BIOL,3398.2L,LAB: Microbiology,,L1,0.00,30 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,326,Thomas Steele
201420,24057,BIOL,3402.2,Population Genetics,,C1,3.00,28 ,30 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,LA,181,Timothy Frasier
201420,24058,BIOL,3402.2L,LAB: Population Genetics,,L1,0.00,28 ,30 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,106,Timothy Frasier
201420,24059,BIOL,3416.2,Mycology I,,C1,3.00,19 ,25 , 6-Jan-2014, 26-Apr-14,1300,1415,TR,LA,271,Douglas Strongman
201420,24060,BIOL,3416.2L,LAB: Mycology I,,L1,0.00,19 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,R,S,326,Douglas Strongman
201420,24063,BIOL,3420.2,Cell Biology II,,C1,3.00,20 ,25 , 6-Jan-2014, 26-Apr-14,0830,0945,MW,LA,177,Lucia Caceres
201420,24064,BIOL,3420.2L,LAB: Cell Biology II,,L1,0.00,20 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,M,S,114,Lucia Caceres
201410,13696,BIOL,4001.1,Forensic DNA Typing,M3,C1,3.00,10 ,20 , 4-Sep-2013, 17-Dec-13,0900,1200,W,LA,175,Timothy Frasier
201410,13697,BIOL,4001.1L,LAB:Forensic DNA Typing,M4,L1,0.00,10 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,342,Timothy Frasier
201420,24065,BIOL,4007.2,*CANCELLED*,,C1,3.00,0 ,0 , 6-Jan-2014, 26-Apr-14,1000,1115,TR,S,342, STAFF
201420,24066,BIOL,4007.2L,*CANCELLED*,,L1,0.00,0 ,0 , 6-Jan-2014, 26-Apr-14,,,,,, STAFF
201420,24071,BIOL,4010.2,Biology of Cancer,,C1,3.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1130,1245,MW,AT,216,David Dansereau
201420,24072,BIOL,4010.2L,LAB: Biology of Cancer,,L1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,106,David Dansereau
201410,14414,BIOL,4404.1,Behavioral Ecology,,C1,3.00,21 ,25 , 4-Sep-2013, 17-Dec-13,1300,1415,MW,AT,216,Colleen Barber
201410,14415,BIOL,4404.1L,LAB:Behavioral Ecology,,L1,0.00,21 ,25 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,106,Colleen Barber
201420,24067,BIOL,4408.2,Animal Developmental Biology,,C1,3.00,24 ,25 , 6-Jan-2014, 26-Apr-14,1130,1245,TR,LA,276,Thomas Rand
201420,24068,BIOL,4408.2L,LAB: Animal Dev Biology,,L1,0.00,24 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,326,Thomas Rand
201410,14416,BIOL,4411.1,Medical & Veterinary Parasit,,C1,3.00,17 ,25 , 4-Sep-2013, 17-Dec-13,1000,1115,TR,S,345,David Cone
201410,14417,BIOL,4411.1L,LAB: Med & Veterinary Parasit,,L1,0.00,17 ,25 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,326,David Cone
201420,23023,BIOL,4414.2,Environmental Microbiology,,C1,3.00,10 ,25 , 6-Jan-2014, 26-Apr-14,0830,0945,TR,S,345,Susan Bjornson
201420,23024,BIOL,4414.2L,LAB:Environmental Microbiology,,L1,0.00,10 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,T,S,345,Susan Bjornson
201420,22130,BIOL,4422.2,Conservation Biology,,C1,3.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1000,1115,MW,S,345,Susan Meek
201420,22131,BIOL,4422.2L,LAB Conservation Biology,,L1,0.00,25 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,W,S,345,Susan Meek
201410,14418,BIOL,4430.1,Ornithology,,C1,3.00,15 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,TR,S,345,Colleen Barber
201410,14419,BIOL,4430.1L,LAB: Ornithology,,L1,0.00,15 ,20 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,345,Colleen Barber
201410,13906,BIOL,4431.1,Herpetology,,C1,3.00,13 ,15 , 4-Sep-2013, 17-Dec-13,0900,1200,T,B,207,Ron Russell
201410,13907,BIOL,4431.1L,LAB: Herpetology,,L1,0.00,13 ,15 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,326,Ron Russell
201410,14420,BIOL,4432.1,*CANCELLED*,,C1,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201410,14421,BIOL,4432.1L,*CANCELLED*,,L1,0.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201420,24069,BIOL,4433.2,Ecotoxicology,,C1,3.00,24 ,25 , 6-Jan-2014, 26-Apr-14,1300,1415,MW,S,345,Ron Russell
201420,24070,BIOL,4433.2L,LAB: Ecotoxicology,,L1,0.00,24 ,25 , 6-Jan-2014, 26-Apr-14,1430,1729,M,S,326,Ron Russell
201410,12799,BIOL,4500.1XX,Research Thesis,,,3.00,14 ,20 , 4-Sep-2013, 17-Dec-13,,,,,,Susan Bjornson
201420,22707,BIOL,4500.2YY,Research Thesis,,,3.00,13 ,20 , 6-Jan-2014, 26-Apr-14,,,,,,Susan Bjornson
201410,11479,BIOL,4549.1XX,Honors Seminar,,,3.00,15 ,20 , 4-Sep-2013, 17-Dec-13,1130,1245,F,S,345,Colleen Barber
201420,21478,BIOL,4549.2YY,Honors Seminar,,,3.00,14 ,20 , 6-Jan-2014, 26-Apr-14,1130,1245,F,S,345,Zhongmin Dong
201410,14671,BIOL,4879.1,DS: Parental Investment,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Colleen Barber
201410,14194,BIOL,6606.1,*CANCELLED*,,,3.00,0 ,0 , 4-Sep-2013, 17-Dec-13,,,,,, STAFF
201410,14688,BIOL,6608.1,Applied Biostatistics,,,3.00,1 ,1 , 4-Sep-2013, 17-Dec-13,,,,,,Ron Russell
201410,10477,CHEM,1210.1A1,General Chemistry I,L1,C1,3.00,122 ,145 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,MM,TAUD,Mary Sheppard
201410,13641,CHEM,1210.1A2,General Chemistry I,L1,C2,3.00,11 ,15 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,MM,TAUD,Mary Sheppard
201410,14088,CHEM,1210.1A3,General Chemistry I,L1,C3,3.00,27 ,30 , 4-Sep-2013, 17-Dec-13,1130,1245,MW,MM,TAUD,Mary Sheppard
201410,10478,CHEM,1210.1B,General Chemistry I,,C1,3.00,126 ,160 , 4-Sep-2013, 17-Dec-13,0830,0945,TR,LA,170,Kathy Singfield
201410,10483,CHEM,1210.1LA,LAB A General Chemistry I,,L1,0.00,40 ,48 , 4-Sep-2013, 17-Dec-13,1430,1729,M,S,235,Mary Sheppard
201410,10485,CHEM,1210.1LB,LAB B General Chemistry I,,L1,0.00,38 ,48 , 4-Sep-2013, 17-Dec-13,1430,1729,T,S,235,Mary Sheppard
201410,10487,CHEM,1210.1LC,LAB C General Chemistry I,,L1,0.00,37 ,48 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,235,Mary Sheppard
201410,10491,CHEM,1210.1LD,LAB D General Chemistry I,,L1,0.00,38 ,48 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,235,Brian Barry
201410,11987,CHEM,1210.1LE,LAB E: General Chemistry I,,L3,0.00,26 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,F,S,211,Manjula Vadaparti
201410,13642,CHEM,1210.1LF,LAB F: General Chemistry I,,L2,0.00,11 ,15 , 4-Sep-2013, 17-Dec-13,1430,1729,R,S,211,Manjula Vadaparti
201410,14093,CHEM,1210.1LG,LAB G General Chemistry I,,L1,0.00,34 ,48 , 4-Sep-2013, 17-Dec-13,1430,1729,F,S,235,Brian Barry
201410,14575,CHEM,1210.1LH,LAB H: General Chemistry I,,L1,0.00,25 ,30 , 4-Sep-2013, 17-Dec-13,1430,1729,W,S,211,Manjula Vadaparti
